312196016835264512,macedoine,Alexandre,Macédoine
546968446865244180,angleterreeleonore,Eléonore,Eléonore-En,Angleterre (Aliénor),Aliénor Angleterre,Angleterre
546968446894866432,franceeleonore,Eléonore,Eléonore-Fr,France (Aliénor),Aliénor France
340218573299646464,nubie,Amanitoré,Nubie
312196010447470592,france,Catherine,Catherine-Noire,France,France (Catherine),Cathrine,Reine
412286752842186752,zoulous,Chaka,Zoulous,Zoulou,Zulu
412286752141606922,chandragupta,Chandragupta,Chandragupta,Inde,Inde (Chandragupta)
546968446941003788,suede,Christine,Suède
312196010560454656,egypte,Cléopâtre,Egypte,Egypt,Égypte
312196016658972683,perse,Cyrus,Perse
546968446991073281,phenicie,Didon,Phénicie,Dido
412286752149995520,indonesie,Dyah,Indonésie,Indo;Gitarja
312196010736746496,allemagne,Frédéric Barberousse,Allemagne,Allemand,Frederic
312196016654778378,inde,Gandhi,Gandhi,Inde,Inde (Gandhi)
412286936024219648,mongolie,Gengis Khan,Mongolie,Mongol
312196017111957505,sumer,Gilgamesh,Sumer
312196010917101579,gorgo,Gorgo,Gorgo,Grèce,Grèce (Gorgo)
312196016864493568,norvege,Harald,Norvège
312196016113844224,pologne,Hedwige,Pologne
312196016441131009,japon,Hojo Tokimune,Japon
412286752179355648,khmer,Jayavarman,Khmer
312196009142779905,australie,John Curtin,Australie,John
546968446781358082,maoris,Kupe,Maoris,Mao,Maori
412286751881822211,mapuches,Lautaro,Mapuches,Mapuche
546968446785552385,mali,Mansa Moussa,Mali
546968447045599461,hongrie,Matthias Corvin,Hongrie
312196009407021056,azteques,Moctezuma,Aztèques
312196016700915712,kongo,Mvemba a Nzinga,Kongo
546968447058444298,incas,Pachacutec,Incas,Inca
312196012527714305,grece,Périclès,Périclès,Grèce,Grèce (Périclès),Péricles,Pericles,Périclès
312196017179197440,espagne,Philippe,Espagne
312196016994779136,russie,Pierre Ier le Grand,Russie,Russe,Rusia
312196009537306625,bresil,Pierre II,Brésil
412286752229687306,cris,Poundmaker,Cris,Cree,cri,crees
312196009813999616,chine,Qin Shi Hunangdi,Chine
412286752116572163,ecosse,Robert Bruce,Ecosse,Écosse
312196007569915904,arabie,Saladin,Arabie,Arabe,Arabi
412286752250789908,coree,Seondeok,Corée
546968446769037314,ottomans,Soliman,Ottomans,Ottoman
412286752603242497,georgie,Tamar,Géorgie
312196007020724235,teddyelan,Theodore Roosevelt,Theodore-Elan,Teddy,USA,Elan,Amérique
312196017011556352,scythie,Tomyris,Scythie
312196016986390528,rome,Trajan,Rome
312196010078109696,victoria,Victoria,Victoria,Angleterre,Anglais,Angleterre (Victoria)
546968446508990475,canada,Wilfrid Laurier,Canada
412286752468762624,paysbas,Wilhelmine,Pays-Bas,Pays bas,Paysbas
713765785037963314,colombie,Simón Bolívar,Colombie,Simon,Bolivar
713765998779564053,mayas,Lady Six Sky,Mayas,Maya,Mayan,Lady,Dame,Ciel
738401650158338088,ethiopie,Menelik II,Éthiopie,Menelik
